INSTNM,CITY,ADM_RATE,SATVR25,SATVR75,SATMT25,SATMT75,SATWR25,SATWR75,SATVRMID,SATMTMID,SATWRMID,ACTCM25,ACTCM75,ACTEN25,ACTEN75,ACTMT25,ACTMT75,ACTWR25,ACTWR75,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG,SAT_AVG_ALL,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,UGDS_WHITENH,UGDS_BLACKNH,UGDS_API,NPT4_PUB,NPT4_PRIV,NPT4_PROG,NPT4_OTHER,NPT41_PUB,NPT42_PUB,NPT43_PUB,NPT44_PUB,NPT45_PUB,NPT41_PRIV,NPT42_PRIV,NPT43_PRIV,NPT44_PRIV,NPT45_PRIV,NPT41_PROG,NPT42_PROG,NPT43_PROG,NPT44_PROG,NPT45_PROG,NPT41_OTHER,NPT42_OTHER,NPT43_OTHER,NPT44_OTHER,NPT45_OTHER,NPT4_048_PUB,NPT4_048_PRIV,NPT4_048_PROG,NPT4_048_OTHER,NPT4_3075_PUB,NPT4_3075_PRIV,NPT4_75UP_PUB,NPT4_75UP_PRIV,NPT4_3075_PROG,NPT4_3075_OTHER,NPT4_75UP_PROG,NPT4_75UP_OTHER,COSTT4_A,COSTT4_P,TUITIONFEE_IN,TUITIONFEE_OUT,TUITIONFEE_PROG,FEMALE,FIRST_GEN,FAMINC,MD_FAMINC
Houston Baptist University,Houston,0.8448,530.0,620.0,530.0,610.0,,,580.0,565.0,,22.0,26.0,20.0,28.0,19.0,24.0,,,25.0,25.0,24.0,,1147.0,1147.0,0.0,0.0,0.0,0.0,0.0071,0.0,0.0071,0.0,0.0374,0.0125,0.0,0.0018,0.0,0.0249,0.0196,0.0018,0.0,0.1014,0.0018,0.0,0.1512,0.0534,0.0071,0.0285,0.0053,0.0,0.0872,0.0142,0.0,0.0036,0.0,0.0,0.0,0.0,0.0463,0.2011,0.1815,0.0053,0.1912,0.2431,0.3895,0.0707,0.0025,0.0021,0.0384,0.043,0.0195,,,,,19253.0,,,,,,,,17225.0,18006.0,20096.0,23117.0,25251.0,,,,,,,,,,,,17519.0,,,,18910.0,,24102.0,,,,,46360.0,,36750.0,36750.0,,0.6459016393,0.3627546072,54440.366393,38544
University of Houston-Clear Lake,Houston,0.6937,490.0,583.0,500.0,590.0,,,539.0,535.0,,19.0,23.0,16.0,22.0,17.0,24.0,,,20.0,20.0,20.0,,1082.0,1082.0,0.0,0.0152,0.0,0.0,0.0237,0.0,0.0461,0.0,0.0,0.0415,0.0,0.0,0.0026,0.0086,0.0152,0.0059,0.0,0.0686,0.0178,0.0,0.1872,0.0376,0.0,0.0,0.0125,0.0,0.0804,0.0,0.0283,0.0501,0.0,0.0,0.0,0.0,0.033,0.0461,0.2571,0.0224,0.3164,0.0653,0.4774,0.072,0.0014,0.0006,0.0292,0.0266,0.011,,,,17774.0,,,,13657.0,15070.0,18102.0,19588.0,25501.0,,,,,,,,,,,,,,,,14078.0,,,,16263.0,,23265.0,,,,,,28856.0,,7698.0,20994.0,,0.6814381271,0.4821073559,37810.329013,25351
Houston Community College,Houston,,,,,,,,,,,,,,,,,,,,,,,,,0.0003,0.0,0.0,0.0,0.0048,0.0201,0.0473,0.0272,0.0153,0.0129,0.0252,0.004,0.0085,0.0136,0.0025,0.2899,0.0,0.0868,0.0009,0.0,0.0,0.0,0.0,0.0,0.0022,0.0118,0.0172,0.0157,0.0,0.0034,0.009,0.0138,0.0172,0.0,0.0226,0.1442,0.1822,0.0012,0.1088,0.2885,0.3675,0.0983,0.0017,0.0007,0.0224,0.0916,0.0204,,,,6890.0,,,,6102.0,6913.0,8693.0,11187.0,11356.0,,,,,,,,,,,,,,,,6325.0,,,,7588.0,,11255.0,,,,,,12002.0,,2040.0,5460.0,,0.5942272951,0.499465069,25618.412096,19771.5
University of Houston-Downtown,Houston,0.8842,480.0,550.0,480.0,550.0,,,,,,16.0,20.0,15.0,20.0,16.0,20.0,,,,,,,1038.0,1038.0,0.0,0.0,0.0,0.0,0.0331,0.0,0.0361,0.0,0.0015,0.0,0.0171,0.0058,0.0,0.0,0.0168,0.0089,0.0,0.023,0.0067,0.0,0.2345,0.0,0.0037,0.0,0.0138,0.0,0.0772,0.0778,0.019,0.023,0.0,0.0,0.0,0.0,0.0095,0.0386,0.3435,0.0104,0.1136,0.175,0.5756,0.084,0.001,0.0005,0.0233,0.0213,0.0057,,,,14797.0,,,,14028.0,13594.0,16265.0,19926.0,22734.0,,,,,,,,,,,,,,,,13897.0,,,,14621.0,,20722.0,,,,,,23217.0,,7708.0,17524.0,,0.6537602383,0.5270877691,33007.169025,24909.5
University of Houston-Victoria,Victoria,0.8213,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0463,0.0,0.0629,0.0,0.0083,0.0,0.0,0.0059,0.0,0.0,0.0226,0.0,0.0,0.0285,0.0095,0.0,0.158,0.0344,0.0,0.0,0.0,0.0,0.1425,0.0451,0.0,0.0095,0.0,0.0,0.0,0.0,0.0059,0.0641,0.3432,0.0131,0.2801,0.1389,0.4476,0.0645,0.0019,0.0007,0.0248,0.033,0.0085,,,,10991.0,,,,8949.0,7079.0,10319.0,16690.0,19443.0,,,,,,,,,,,,,,,,8442.0,,,,9042.0,,18139.0,,,,,,21218.0,,7149.0,16941.0,,0.6554726368,0.4573304158,37662.392413,27090
University of Houston,Houston,0.6624,580.0,660.0,580.0,670.0,,,615.0,620.0,,23.0,29.0,22.0,30.0,22.0,27.0,,,26.0,26.0,25.0,,1241.0,1241.0,0.0,0.0021,0.013,0.0016,0.0495,0.0,0.0709,0.0,0.0,0.0704,0.0442,0.005,0.0371,0.0,0.013,0.0059,0.0,0.0686,0.0128,0.0,0.0357,0.0496,0.0044,0.0,0.0101,0.0,0.0743,0.0,0.0,0.0563,0.0,0.0,0.0,0.0,0.0322,0.0509,0.2817,0.0107,0.1845,0.1112,0.3718,0.2399,0.0011,0.0008,0.0313,0.046,0.0133,,,,13900.0,,,,11008.0,11546.0,12246.0,19252.0,22517.0,,,,,,,,,,,,,,,,11228.0,,,,11872.0,,21185.0,,,,,,24130.0,,9699.0,21891.0,,0.5257100149,0.4049271339,49662.461958,33197.5
Howard College,Big Spring,,,,,,,,,,,,,,,,,,,,,,,,,0.0096,0.0,0.0,0.0,0.0,0.0,0.032,0.112,0.0224,0.0112,0.0688,0.0,0.0016,0.0,0.0064,0.176,0.0,0.0176,0.0032,0.0,0.0,0.0128,0.0,0.0,0.0016,0.0,0.0112,0.0272,0.0096,0.0016,0.0,0.0,0.0,0.0,0.0096,0.3776,0.0832,0.0048,0.3517,0.0351,0.5502,0.0115,0.0,0.0012,0.0333,0.0169,0.0,,,,7293.0,,,,6505.0,6263.0,9936.0,11678.0,13419.0,,,,,,,,,,,,,,,,6431.0,,,,7683.0,,11823.0,,,,,,13419.0,,2720.0,5730.0,,0.6570342205,0.5141811528,33493.49962,25011
Howard Payne University,Brownwood,0.6229,460.0,580.0,460.0,550.0,,,,,,19.0,22.0,18.0,23.0,16.0,23.0,,,,,,,1033.0,1033.0,0.0,0.0,0.0,0.0,0.041,0.0,0.0082,0.0,0.1803,0.0164,0.0,0.0082,0.0,0.041,0.0,0.041,0.0,0.0574,0.0,0.0,0.0,0.0738,0.0328,0.082,0.0082,0.0,0.0164,0.0,0.0164,0.0738,0.0,0.0,0.0,0.0,0.0328,0.0902,0.1721,0.0082,0.5118,0.1068,0.2788,0.0055,0.0069,0.0042,0.0444,0.0,0.0416,,,,,21426.0,,,,,,,,11839.0,21268.0,23560.0,25315.0,28730.0,,,,,,,,,,,,15729.0,,,,22299.0,,27196.0,,,,,42707.0,,31650.0,31650.0,,0.3906705539,0.3740095087,61257.177843,48182.5
Huston-Tillotson University,Austin,0.5194,420.0,500.0,420.0,500.0,,,455.0,455.0,,14.0,20.0,13.0,17.0,16.0,17.0,,,17.0,15.0,16.0,,930.0,930.0,0.0,0.0042,0.0,0.0,0.0254,0.0,0.0254,0.0,0.1102,0.0,0.0,0.0,0.0,0.0,0.0169,0.1483,0.0,0.0424,0.0212,0.0,0.0,0.1102,0.0,0.0,0.0127,0.0,0.161,0.0932,0.0,0.0381,0.0,0.0,0.0,0.0,0.0212,0.0,0.1653,0.0042,0.1332,0.551,0.2462,0.0081,0.001,0.001,0.0101,0.0434,0.0061,,,,,20219.0,,,,,,,,19974.0,20610.0,20965.0,22079.0,23026.0,,,,,,,,,,,,20080.0,,,,20732.0,,22316.0,,,,,25026.0,,14703.0,14703.0,,0.5871559633,0.4343971631,36030.796636,28322
University of the Incarnate Word,San Antonio,0.942,470.0,580.0,440.0,553.0,,,530.0,510.0,,16.0,23.0,16.0,22.0,16.0,22.0,,,20.0,19.0,20.0,,1020.0,1020.0,0.0,0.001,0.0,0.0,0.026,0.0202,0.0144,0.0,0.0288,0.0087,0.0,0.0038,0.0077,0.0,0.0087,0.0125,0.0,0.076,0.0058,0.0,0.0125,0.0163,0.0019,0.0058,0.0115,0.0,0.0942,0.0471,0.0029,0.0163,0.0,0.0,0.0,0.0,0.051,0.2096,0.3096,0.0077,0.159,0.071,0.6459,0.0246,0.004,0.004,0.0238,0.0374,0.0303,,,,,20618.0,,,,,,,,18307.0,18470.0,19694.0,24789.0,26082.0,,,,,,,,,,,,18362.0,,,,19029.0,,25488.0,,,,,45505.0,,34400.0,34400.0,,0.6407207207,0.4326269492,50920.114955,36409
Jacksonville College-Main Campus,Jacksonville,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2238,0.2095,0.2762,0.0,0.0,0.0048,0.0286,0.0095,0.2476,,,,,11726.0,,,,,,,,11382.0,11755.0,14910.0,,,,,,,,,,,,,,11466.0,,,,12597.0,,,,,,,18410.0,,7150.0,7150.0,,0.6141732283,0.5327102804,28088.692913,23414
Jarvis Christian University,Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0957,0.0,0.0,0.0106,0.1596,0.0,0.0,0.0106,0.0,0.0,0.1809,0.0426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.383,0.0,0.0178,0.5501,0.177,0.0,0.0055,0.0,0.0137,0.0219,0.214,,,,,9506.0,,,,,,,,6307.0,11705.0,14410.0,13904.0,17691.0,,,,,,,,,,,,7998.0,,,,12456.0,,15361.0,,,,,25149.0,,11720.0,11720.0,,0.5162790698,0.4596443228,27127.906977,18887.5
KD Conservatory College of Film and Dramatic Arts,Dallas,0.8621,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2059,0.5098,0.1765,0.0098,0.0098,0.0196,0.0392,0.0,0.0294,,,,,25303.0,,,,,,,,24683.0,26132.0,27519.0,29143.0,,,,,,,,,,,,,24844.0,,,,26826.0,,29143.0,,,,,29143.0,,16850.0,16850.0,,0.4451219512,0.4081632653,33431.390244,23060
Kilgore College,Kilgore,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0119,0.0823,0.0179,0.0,0.0843,0.0,0.0,0.0159,0.0,0.4117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0417,0.0,0.0169,0.001,0.0,0.0,0.0427,0.0397,0.0,0.0099,0.1806,0.0437,0.0,0.4637,0.2253,0.2287,0.0097,0.0069,0.0016,0.033,0.0217,0.0094,,,,6839.0,,,,5862.0,6178.0,8366.0,11104.0,11121.0,,,,,,,,,,,,,,,,5957.0,,,,7087.0,,11112.0,,,,,,14445.0,,2160.0,5256.0,,0.5421052632,0.5388450353,30507.385965,21134.5
Lamar University,Beaumont,0.8373,420.0,520.0,410.0,510.0,,,510.0,495.0,,14.0,19.0,12.0,19.0,14.0,17.0,,,20.0,19.0,20.0,,936.0,936.0,0.0,0.0019,0.0,0.0,0.0336,0.0,0.0292,0.0,0.0,0.1224,0.0292,0.0101,0.0178,0.0,0.0089,0.0615,0.0,0.0254,0.0063,0.0,0.1636,0.0355,0.0,0.0,0.0089,0.0,0.0279,0.0628,0.0178,0.0355,0.0,0.0,0.0,0.0,0.0336,0.1294,0.1313,0.0076,0.3934,0.2836,0.2284,0.0552,0.0027,0.0001,0.0046,0.011,0.0209,,,,12002.0,,,,10758.0,10384.0,11705.0,16229.0,18470.0,,,,,,,,,,,,,,,,10633.0,,,,10881.0,,17443.0,,,,,,21570.0,,8690.0,18482.0,,0.653966831,0.4325285896,49011.709099,35526
Lamar State College-Orange,Orange,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0015,0.0,0.051,0.0,0.0247,0.0,0.034,0.0,0.0,0.0,0.0,0.3199,0.0,0.0062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1097,0.0,0.0201,0.0,0.0155,0.0,0.0,0.0108,0.0108,0.0,0.2813,0.1144,0.0,0.6715,0.1999,0.1113,0.009,0.0014,0.0,0.0,0.0,0.0069,,,,2580.0,,,,1867.0,3107.0,2640.0,5109.0,7872.0,,,,,,,,,,,,,,,,2345.0,,,,2983.0,,5799.0,,,,,,7872.0,,2832.0,13824.0,,0.724137931,0.521631644,33951.302802,21983.5
Lamar State College-Port Arthur,Port Arthur,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0125,0.0,0.0125,0.0588,0.0018,0.0,0.1176,0.0,0.0,0.0089,0.0,0.2032,0.0,0.0,0.0,0.0,0.0,0.0036,0.0,0.0,0.0,0.1658,0.0,0.0178,0.0,0.0,0.0,0.0357,0.0285,0.0,0.0321,0.2282,0.0731,0.0,0.2287,0.2618,0.4238,0.0436,0.023,0.0,0.0086,0.0008,0.0097,,,,4123.0,,,,2541.0,1976.0,5598.0,7154.0,9138.0,,,,,,,,,,,,,,,,2407.0,,,,3931.0,,8344.0,,,,,,9993.0,,1770.0,7890.0,,0.5949632739,0.5058064516,29232.142707,19989
Laredo Beauty College Inc,Laredo,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,4938.0,,,,,,,,4938.0,,,,,,,,,,,,,,,,4938.0,,,,,,,,,,,,10330.0,,,7100.0,0.8871794872,0.74,15086.338462,14157
Laredo College,Laredo,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0239,0.02,0.0,0.0,0.059,0.0,0.0102,0.0,0.0,0.4998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0619,0.0,0.0,0.0219,0.0907,0.0575,0.0,0.0,0.0936,0.0614,0.0,0.0168,0.0005,0.9629,0.0015,0.0009,0.0,0.0003,0.0009,0.0163,,,,5930.0,,,,5514.0,6154.0,8041.0,9336.0,,,,,,,,,,,,,,,,,5664.0,,,,6760.0,,9336.0,,,,,,11257.0,,3300.0,5748.0,,0.5263026677,0.5432893466,20846.946896,17884
Texas A & M International University,Laredo,0.4788,470.0,570.0,440.0,540.0,390.0,480.0,515.0,495.0,435.0,16.0,21.0,14.0,20.0,16.0,19.0,,,18.0,17.0,17.0,,1006.0,1006.0,0.0,0.0,0.0,0.0,0.0229,0.0,0.0,0.0,0.0164,0.0384,0.0,0.0106,0.0,0.0,0.0343,0.0,0.0,0.103,0.0221,0.0,0.0605,0.0523,0.0,0.0,0.0082,0.0,0.1251,0.1382,0.0,0.0335,0.0,0.0,0.0,0.0,0.0172,0.1267,0.1725,0.018,0.0203,0.0048,0.9192,0.0033,0.0003,0.0,0.0014,0.0491,0.0017,,,,4778.0,,,,4162.0,4397.0,3943.0,7030.0,11542.0,,,,,,,,,,,,,,,,4219.0,,,,4194.0,,9678.0,,,,,,16313.0,,7846.0,19382.0,,0.6114854026,0.4917466411,33673.192493,24539
Lee College,Baytown,,,,,,,,,,,,,,,,,,,,,,,,,0.0451,0.0005,0.0,0.0,0.0008,0.0071,0.0109,0.0386,0.0114,0.0044,0.0976,0.0,0.0044,0.006,0.0008,0.0895,0.0,0.0022,0.0,0.0,0.0218,0.0016,0.0,0.0,0.0008,0.0598,0.0,0.0033,0.0011,0.0022,0.0139,0.0237,0.0778,0.0128,0.003,0.0158,0.4433,0.0,0.3103,0.1346,0.4719,0.0198,0.0048,0.0,0.023,0.0006,0.0349,,,,6553.0,,,,6687.0,1848.0,8449.0,8066.0,10295.0,,,,,,,,,,,,,,,,6099.0,,,,4548.0,,9180.0,,,,,,12303.0,,2166.0,4302.0,,0.4715189873,0.5481049563,21248.563291,14166.5
LeTourneau University,Longview,0.4883,560.0,690.0,560.0,690.0,460.0,600.0,625.0,625.0,530.0,20.0,29.0,20.0,31.0,20.0,28.0,,,26.0,26.0,25.0,,1239.0,1239.0,0.0,0.0,0.0,0.0,0.0109,0.0,0.0327,0.0,0.1199,0.2153,0.0436,0.0,0.0,0.0,0.0027,0.0,0.0,0.0054,0.0027,0.0109,0.079,0.0191,0.0,0.03,0.0109,0.0,0.0463,0.0,0.0163,0.0218,0.0,0.0,0.0,0.1471,0.0,0.0327,0.1526,0.0,0.6974,0.0528,0.0541,0.0212,0.0103,0.0013,0.0618,0.0612,0.0399,,,,,25344.0,,,,,,,,18128.0,21777.0,25053.0,27250.0,29219.0,,,,,,,,,,,,19384.0,,,,23755.0,,28615.0,,,,,47233.0,,34470.0,34470.0,,0.5167714885,0.3405714286,59996.069182,43984.5
Lincoln College of Technology-Grand Prairie,Grand Prairie,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4395,0.3528,0.0,0.0,0.0,0.0,0.0,0.2335,0.1675,0.4084,0.0157,0.0017,0.0025,0.0256,0.0,0.1452,,,,,33583.0,,,,,,,,32170.0,33155.0,34129.0,36334.0,36705.0,,,,,,,,,,,,32381.0,,,,33607.0,,36488.0,,,,,,38049.0,,,35987.0,0.0790747193,0.5173788464,36560.766357,24468
Lubbock Christian University,Lubbock,0.8159,480.0,590.0,460.0,600.0,420.0,548.0,532.0,532.0,484.0,19.0,24.0,18.0,24.0,16.0,25.0,,,23.0,22.0,22.0,,1068.0,1068.0,0.023,0.0262,0.0,0.0,0.0426,0.0,0.0197,0.0,0.0951,0.0,0.0,0.0,0.0295,0.0,0.0131,0.0492,0.0,0.082,0.0098,0.0,0.0,0.0951,0.0,0.0361,0.0098,0.0,0.0557,0.0689,0.0328,0.0131,0.0,0.0,0.0,0.0,0.0492,0.1311,0.1016,0.0164,0.6339,0.0508,0.2318,0.0123,0.0057,0.0016,0.0147,0.0131,0.036,,,,,23576.0,,,,,,,,21473.0,22072.0,24116.0,25499.0,24135.0,,,,,,,,,,,,21724.0,,,,23196.0,,24467.0,,,,,38261.0,,26300.0,26300.0,,0.6372430472,0.359947644,64116.881499,50954
College of the Mainland,Texas City,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0211,0.0645,0.0171,0.0,0.0105,0.0,0.0,0.0,0.0,0.3842,0.0,0.0,0.0013,0.0,0.0184,0.0,0.0,0.0,0.0,0.1197,0.0,0.0645,0.0,0.0,0.0,0.0,0.0382,0.0,0.0197,0.1724,0.0684,0.0,0.3518,0.1765,0.3954,0.0221,0.0051,0.0006,0.0294,0.0016,0.0174,,,,1890.0,,,,1907.0,-1041.0,,,,,,,,,,,,,,,,,,,1890.0,,,,-1041.0,,,,,,,,7878.0,,1773.0,3873.0,,0.6331360947,0.4648760331,28648.668639,22108
University of Mary Hardin-Baylor,Belton,0.9567,490.0,610.0,480.0,590.0,430.0,530.0,540.0,525.0,480.0,19.0,27.0,18.0,26.0,17.0,25.0,,,22.0,21.0,22.0,,1100.0,1100.0,0.0,0.0,0.0,0.0,0.0237,0.0,0.0282,0.0,0.0994,0.0208,0.0,0.003,0.0,0.0,0.0074,0.049,0.0,0.0727,0.0015,0.0,0.0015,0.0326,0.0045,0.0074,0.0045,0.0,0.0905,0.0148,0.0163,0.0163,0.0,0.0,0.0,0.0,0.043,0.2967,0.1558,0.0104,0.533,0.1394,0.2532,0.0166,0.0033,0.0017,0.0256,0.0076,0.0196,,,,,30391.0,,,,,,,,28323.0,27960.0,28540.0,30594.0,34629.0,,,,,,,,,,,,28197.0,,,,28257.0,,33108.0,,,,,45330.0,,31950.0,31950.0,,0.6331224842,0.3244084682,63901.643473,48296
McLennan Community College,Waco,,,,,,,,,,,,,,,,,,,,,,,,,0.0139,0.0,0.0,0.0,0.0022,0.0,0.0452,0.034,0.0251,0.0156,0.0,0.0017,0.0039,0.0045,0.0011,0.4322,0.0,0.0022,0.0,0.0,0.0,0.0,0.0,0.0,0.0006,0.0,0.0,0.0764,0.0,0.0,0.0,0.0,0.0,0.0,0.0123,0.2119,0.1171,0.0,0.4208,0.1462,0.3639,0.0159,0.0048,0.0006,0.0382,0.0006,0.009,,,,6362.0,,,,5540.0,3056.0,6559.0,9947.0,9279.0,,,,,,,,,,,,,,,,4898.0,,,,4738.0,,9580.0,,,,,,12904.0,,3660.0,5910.0,,0.6548960681,0.4728406055,30833.850238,23435
McMurry University,Abilene,0.565,530.0,620.0,510.0,610.0,370.0,450.0,565.0,565.0,410.0,20.0,25.0,17.0,25.0,18.0,23.0,,,24.0,21.0,23.0,,1138.0,1138.0,0.0,0.0048,0.0,0.0,0.0,0.0,0.0288,0.0,0.1442,0.0,0.0,0.0,0.0,0.0,0.024,0.0,0.0,0.0625,0.0144,0.0,0.024,0.1154,0.0096,0.0,0.0288,0.0,0.024,0.0962,0.0,0.0769,0.0,0.0,0.0,0.0,0.0577,0.0625,0.2163,0.0096,0.4423,0.1474,0.3471,0.0119,0.0046,0.0037,0.0064,0.0165,0.0201,,,,,19184.0,,,,,,,,15500.0,16114.0,19373.0,22605.0,26143.0,,,,,,,,,,,,15708.0,,,,17780.0,,24595.0,,,,,42284.0,,30422.0,30422.0,,0.4303977273,0.3742038217,55338.833807,39189
Covenant School of Nursing and Allied Health,Lubbock,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4405,0.0357,0.3452,0.0506,0.0,0.003,0.0238,0.0,0.1012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8365019011,0.4188034188,52105.722433,31351
Midland College,Midland,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0322,0.0271,0.0201,0.001,0.0965,0.0,0.0101,0.0111,0.0,0.2593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0432,0.0,0.0,0.0,0.0633,0.0482,0.0,0.0,0.2623,0.1256,0.0,0.2799,0.0479,0.5858,0.0163,0.0025,0.0006,0.0192,0.0283,0.0194,,,,6737.0,,,,5692.0,5975.0,8557.0,9408.0,7799.0,,,,,,,,,,,,,,,,5786.0,,,,7310.0,,9106.0,,,,,,13025.0,,2970.0,5880.0,,0.6422128683,0.5471556886,29101.649429,22124
Midwestern State University,Wichita Falls,0.9243,,,,,420.0,510.0,,,465.0,,,,,,,6.0,8.0,,,,7.0,,,0.0,0.0,0.0,0.0,0.0232,0.0,0.0163,0.0,0.0172,0.0189,0.0,0.0052,0.0,0.0,0.0129,0.0009,0.0,0.049,0.0034,0.0,0.1701,0.0198,0.0,0.0,0.0172,0.0,0.0361,0.0232,0.0232,0.0137,0.0,0.0,0.0,0.0,0.0344,0.3625,0.1392,0.0137,0.4418,0.1547,0.247,0.0323,0.0066,0.0014,0.04,0.0651,0.0111,,,,10464.0,,,,7617.0,8094.0,9781.0,15761.0,16762.0,,,,,,,,,,,,,,,,7801.0,,,,8828.0,,16258.0,,,,,,21876.0,,10233.0,12183.0,,0.5839070568,0.381792183,53079.274957,41159
William Edge Institute,New Braunfels,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4872,0.0256,0.4615,0.0,0.0256,0.0,0.0,0.0,0.0,,,,,12710.0,,,,,,,,12710.0,,,,,,,,,,,,,,,,12710.0,,,,,,,,,,,,18652.0,,,15600.0,PS,PS,12453.222222,9771.5
Wade College,Dallas,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6176,0.0,0.3824,0.0,0.2675,0.3631,0.293,0.0446,0.0064,0.0,0.0,0.0,0.0255,,,,,19924.0,,,,,,,,19724.0,18009.0,,24054.0,,,,,,,,,,,,,18744.0,,,,18009.0,,24054.0,,,,,24054.0,,17132.0,17132.0,,0.8303030303,0.3333333333,36505.775758,24036
Southern Careers Institute-Austin,Austin,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.3487,0.0,0.0,0.0,0.0676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1674,0.0,0.0,0.3134,0.1029,0.0,0.2822,0.2234,0.4019,0.0121,0.0103,0.0075,0.043,0.0,0.0196,,,,,21702.0,,,,,,,,21655.0,21732.0,21795.0,22484.0,23699.0,,,,,,,,,,,,21668.0,,,,21750.0,,22970.0,,,,,,25099.0,,,17900.0,0.6389014637,0.6368055556,19220.150898,14258
